userName,score,at,content
apa aja,5,2024-07-18 14:52:48,Tambahkan bahasa indonesia biar lebih rame
Danu Pramana,5,2024-07-18 14:42:25,sangat bagus
valiant ardenta,1,2024-07-18 14:24:15,:( i cant even open the app i opened it then its loading for the entire time not even i can change my channel nor join a voice call fix the apps pls
hamzah fanzuri,5,2024-07-18 13:52:04,masih bingung cara pakainya
No Name,1,2024-07-18 11:56:13,Mau login aja pake new login location detected please check your email kan gw pindah rumah hdeh
Putu Surya Putra Dewangga Aryawan 24_XII.A2,1,2024-07-18 11:45:31,Suaranya ngebug jir
Ari,1,2024-07-18 11:00:19,Kebanyakan bug aplikasi gak jelas
Dennys,5,2024-07-18 10:14:40,sangat berguna
ILHAM DAELI,5,2024-07-18 09:59:54,excellent
Imam Sodikin 4,5,2024-07-18 09:26:12,Terimakasih sudah di perbaiki 😁
Dimas Ardiansyah,1,2024-07-18 08:50:12,Tinggal login ae di persulit asu asu
Geng Members,1,2024-07-18 08:41:49,"Bingung login nya sekarang, hCaptcha nya ribet, udah coba di browser/desktop tetap gak mau"
Faqih ali m mubarok,5,2024-07-18 05:01:22,Bagus aja
M Karim,5,2024-07-18 04:51:01,Bagus
Eva Kartikasari,5,2024-07-18 04:34:14,good
Daniel D,1,2024-07-18 03:18:53,"Sangat jelek dan sering ngebug ,ui bermasalah, sering crash dan kadang suka keyboard suka error"
56fikhy59,5,2024-07-18 03:04:30,mantap
Sri Kusrini,1,2024-07-18 03:00:46,Aplikasi GK guna banget!! Padahal email-nya udah bener tapi masih aja GK bisa masuk!! Perangkat sudah di restart masih aja GK bisa
The White Cat,3,2024-07-18 00:03:08,cukup menarik 🥱
Gakjelas Links,1,2024-07-17 22:17:20,Hah
Aditya Ramadhan,5,2024-07-17 19:10:29,please add Indonesian language
Kyouko Mall,1,2024-07-17 16:14:38,gajelas cok mau very ngebug mulu
Daniel Abednego,1,2024-07-17 15:23:18,"Terkendala login, terlalu banyak verifikasi, dan saat verifikasi nomor telfon kode tidak terkirim"
Alika Naila Putri,1,2024-07-17 14:37:41,"ga bisa masuk t 0 lo l dah bener sandi nya malah invalid cacad"","
Harits Hanna,1,2024-07-17 14:15:51,Aku udah kasih email yang bener malah di salahin
ChineseMan Oh,5,2024-07-17 13:17:48,Gud
Abimanyu,1,2024-07-17 12:13:58,"Gak jelas apk ini, tombol kirim berubah jadi tombol emote jadi gak bisa ngirim pesan"
Gregorius Agung,2,2024-07-17 12:07:16,"Aplikasi tidak jelas masa mau login ke akun saya sendiri tidak bisa, padahal email sama password sudah pas seperti awal saya membuat akun, memang aplikasi tidak jelas tidak berguna"
Lucia,4,2024-07-17 11:26:47,"Hey there discord, can you add a feature where we can transfer our own sticker from WhatsApp or something"
Permono Agung,4,2024-07-17 10:23:58,banyak orang Indonesia menggunakan aplikasi ini tolong tambahkan bahasa Indonesia
Azuremoon,1,2024-07-17 09:51:59,"Login susah, baru bbrapa kali coba ehh diblokir. Lucu sekali ni aplikasi"
Nur Hasan,3,2024-07-17 09:04:50,🤣🤣🤣 haduh aku ngga ngerti ini apk semuanya bahasa Inggris kasihan kita yang ngga bisa bahasa Inggris
Azmi AlKholili,5,2024-07-17 08:57:52,good
Surya Gynanho5,2,2024-07-17 05:29:29,"Waktu register/login serba salah, padahal email dan nomor telepon udah benar, mohon di perbaiki lagi, dan sekali lagi, aku bukan ROBOT🖕🖕"
Ewaldo Malika,1,2024-07-16 22:52:24,"selalu tidak bisa login, bug saat login sangat mengganggu saya, sudah lama masalah ini terjadi lama dan sekarang masih ada?? haloo discord tolong diperbaiki"
Muhammad Ilhamsyah,1,2024-07-16 17:11:15,Aplikasinya buruk
Dina Fitria,5,2024-07-16 16:58:38,AAAAH
Fabian Aditya,5,2024-07-16 16:28:00,"pengalaman saya di discord ini sangat baik, sangat mudah untuk mengobrol atau berkenalan dengan orang asing atau teman kita sendiri, tapi saran saya mohon untuk menambahkan lagi batas member di discord group menjadi 15 atau 12 member. Ok sekian terimakasih"
NOVRI ZAL,5,2024-07-16 13:37:31,the application is very good
Septi Adawiyah,5,2024-07-16 13:14:31,Ap nya udah bagus tapi please tambahin dong pengaturan bahasanya ada b.indonesia
Radi Wijaya,1,2024-07-16 12:33:58,Tolong dong di perbaiki buat loginnya pake nomor tlpn ga bisa bisa padahal bener tolong lah di perbaiki lagi
Aldo (Do),1,2024-07-16 12:33:01,Tolol yang buat sandi ama email dah bener di salah in
Riyy,5,2024-07-16 12:31:15,Rawr
Seto Prasetio,5,2024-07-16 11:15:04,sangat bagus
NotFound 444,1,2024-07-16 11:04:41,Suka ngebug cik. Mwalasin
Ramadian fikri,4,2024-07-16 10:54:31,"Tolong tambah bahasa indonesia, cukup bnyak pengguna apk ini di indonesia"
Roger Afs,5,2024-07-16 10:52:22,Bekerja dengan baik
nelson Sihombing,1,2024-07-16 10:19:31,Sangat jelek sekali karena jika log out akun pertama kita tidak bisa dimasukkan lagi DEVELOPER TOLONG BENARKAN BUG INI
Little Xie,1,2024-07-16 05:14:49,Mohon di perbaiki masalah bug di login akun
mhanxxfeb,2,2024-07-16 05:13:44,So nice app
mobile legend,1,2024-07-16 05:01:21,Aplikasi sampah dulu saya udah sempat pake enak-enak aja loh pas udah di update ko malah jadi gak bisa login padahal passwordnya udah betul tolong segera diperbaiki!!
Muhamad Masis,5,2024-07-15 21:54:42,Harusnya jangan keluar sendiri jadi harus login lagi😁👍
Rizuido Gaming,1,2024-07-15 18:28:38,"Aplikasi sampah suka nyedot saldo, mau berhentiin langganan tapi pas di cek menu langganan gaada. Tapi saldo berkurang terus 👎"
CHUNTERTECH,1,2024-07-15 17:02:24,"Versi terakhir sering ngebug dan macet, mau tap apapun nggak bisa muat laman."
Arifai Rizal Maulana,5,2024-07-15 15:35:46,give me free nitro bro
Ami Danish,1,2024-07-15 15:02:20,"Tidak bisa login,padahal email dan password sudah benar"
ALFIYAN ROMADHAN,1,2024-07-15 14:55:13,Kenapa ga bisa didownload ya?
Bagas septu Ayundi,1,2024-07-15 13:58:27,akh paok kali kau bujang
Kiana Nathania,1,2024-07-15 13:47:15,oi gw manusia bukan robot!!!! mau bikin akun aja susah amat
Dami Erro,2,2024-07-15 13:27:36,Percobaan
Afrizan,1,2024-07-15 12:36:29,Sering foreclose sat bermain game👎🏻
Muhammad Edo Anggoro,2,2024-07-15 12:17:09,"Voice error terus, suwara gak bisa masuk, saya sudah coba uninstall dan install ulang dan saya juga sudah mencoba record audio normal normal saja, saat di discod g bisa masuk suaranya mohon di perbaiki bug nya terimakasih 🙏"
Fahmi Rectrik,2,2024-07-15 12:14:25,Ribet dan merepotkan
Ahmad Fajar,1,2024-07-15 11:53:33,Halah aplikasi gak bs login gini. Masak hrs buat akun mulu
Rayyzer,5,2024-07-15 11:30:56,Tolong tambahkan bahasa Indonesia
Rafi Fathunniam,5,2024-07-15 10:22:52,good aply
Ariel 1506,1,2024-07-15 10:19:25,"gajelas lu apk ga jelas, tiba"" keluar gua mauuu nobat sama cewe gua gabisa panteeeeeee dc pante"
Al Fikri,1,2024-07-15 10:01:14,Please Add indonesian language
Free Fire (Bocilffkematian),5,2024-07-15 09:03:29,lu nonton bokep gw kasih bintang 1
GREED,4,2024-07-15 08:57:35,temen gua jadi bandar
Blid Z,4,2024-07-15 07:30:09,Masuk pesan telat
Ayu Wulandari,1,2024-07-15 07:11:36,Jelek aplikasinya dan tidak bermutu buang² waktu saja
saeful mubin,4,2024-07-15 06:18:02,"Selalu bug, saat buka apl.. entah kenapa. (Langsung direspon sama tim Discord dengan mengirim email terkait setting dsb, ahirnya setelah mengikuti kiat dapat berjalan kembali)"
Zakiyame Yasaki,1,2024-07-15 04:22:42,New login location detected. Please check your e-mail😂😂😂
Memet Balsem,5,2024-07-15 01:01:17,Tolong perbaiki suara tiba tiba hilang pas keluar join voice lagi baru masuk suaranya
Geary Gilang,2,2024-07-14 19:42:47,Network unstable
Piki Abduloh,5,2024-07-14 17:38:17,Nice lah sekarang bisa login
Raditya a.z,1,2024-07-14 16:39:06,Parah dc bang Windah ilang
Galang Maulana,1,2024-07-14 15:04:40,suara ga ada
Muhammad Azriel,1,2024-07-14 13:02:01,Ada bug yg GK bisa buat akun salah Mulu kata sandi nya
Kevin Oktaviano Gunawan,1,2024-07-14 12:46:46,patah patah anjay
Arsyakila Mauza,1,2024-07-14 12:20:57,"sandi dan email sudah benar, tapi pas mau login bermasalah terus, yang bermasalah tu dc nya apa otaknya pembuat dc? wkwk burukk 👎👎👎👎👎👎👎"
Ansyah Ansyah,1,2024-07-14 11:55:50,Tidak bisa menggunakan akun yang lama padahal sudah punya saya kira bisa masuk kembali dengan akun yang lama
Shyrenn Allina,1,2024-07-14 11:53:57,"GAJELASSSSSSS, BANYAK BUG ANJWENGGG, ""Phone number invalid"" terus padahal udh masukin bener bener sampe ngulang berkali-kali TOLONG PERBAIKI LAH AJIG"
Indah nurmalasari Sari,4,2024-07-14 10:11:46,Sebenarnya g tau cara makek nya tapi iseng donlod aj
Nanng PUTRA AD,1,2024-07-14 09:15:02,"GAK JELAS LU DISCORD, GUA UDAH BERKALI-KALI VERIFIED, DAN REGISTRASI ULANG TETAP AJA GAK BISA LOGIN, PADAHAL SUDAH BENAR TAPI MASIH AJA GAK BISA. SIALANNN LU"
Pradias Kurnia,4,2024-07-14 08:00:19,Apk nya bagus banget tapi ada satu kekurangan pas saya mau join grup melalui game roblox selalu gak masuk padahal udah di pencet link nya cuma itu masalah saya kalo masalah itu sudah di perbaiki fix saya kasih bintang 5
astro simamora,5,2024-07-14 07:06:30,Sangat bagus 👍👍👍
Luis Andreano,5,2024-07-14 04:58:30,This is really good for chatting with foreigners
Adi prawira Satria,5,2024-07-14 04:58:02,wow
Ajiw Nazril,1,2024-07-14 04:51:36,Dah register malah ngulang padahal dah bener setelahnya malah g bisa register
Dhanie Orlandhoe,3,2024-07-14 02:36:52,Ol lu bagus app
Arif Baskoro,1,2024-07-13 22:43:09,Saya tidak dapat code SMS nya tolong di perbaiki
Dadang Putra24,1,2024-07-13 20:52:31,"Daftarnya susah banget, Udah dimasukin kode verifikasi malah kode invalid padahal udah bener, udah dicoba berkali kali juga tetap sama."
Abdul Al,1,2024-07-13 18:46:52,"Pliss fix This bug : when I enter my phone number the bot say ""You Are being rate limited"" So I Can't enter my phone number, pliss fix This bug. Btw, my number Is Indonesia. Pliss fix It fast as well as possible :("
TR1PLE -R,1,2024-07-13 15:52:54,Repot
Bima Satya,1,2024-07-13 15:30:27,"Bug nya parah, Kadang2 suka forceclose sendiri dan Chat ga terkirim padahal internet aman lancar, Tolong diperbaiki bugnya"
Gustian Poke,1,2024-07-13 15:02:02,app kntl share screen gada suara
シZet,1,2024-07-13 14:35:04,"sering forclose kalo buat main game, mengecewakan padahal sinyal bagus,apk yang dipakai juga cuma discord sama game yang dimainkan harusnya RAM nya kan masih longgar tapi forcloce:("
Zaira Bigeng,1,2024-07-13 13:27:05,Aplikasinya pepek verifikasi email aja gk bisa
Nasir,5,2024-07-13 13:12:37,nice
Yanz,1,2024-07-13 11:53:08,Masa mau login di suruh reset password gajelas
Edy Wahyudi,1,2024-07-13 11:12:27,"Saya kecewa dengan discord, saya menggunakannya dari tahun 2019 dan saya kehilangan akun kesayangan saya karena mengganti ke email yang aktif, dan setelah beberapa menit saya menambahkan nomor telepon baru setelah itu saya dikeluarkan dari akun tersebut secara tiba"" dan tidak ada pemberitahuan dari gmail tiba"" saja akun saya dipindahkan ke email yang mati, sangat kecewa sekali discord memiliki bug seperti itu, saya ingin anda bertanggung jawab jika ingin saya berikan bintang 5"
Mu'ammar Rifqi,1,2024-07-13 10:14:01,Aplikasi anneh
Mencoba Tenar,4,2024-07-13 09:56:04,good..
Yodha Pratama,5,2024-07-13 09:31:14,Ngapain pada ngasih tutorial sich!
Gatot Hermanto,1,2024-07-13 08:26:43,Apa cuma saya yg kalo lagi nntn video di sini sama unduh video loading nya lama bgt??
Giman Saput,1,2024-07-13 08:11:24,Dis cok nya kok gakbisa log masuk
Aji Bon,1,2024-07-13 07:55:36,Discord rusak gak bisa pencet verify padahal code nya udah di kirim
HADI Saha?,1,2024-07-13 07:53:16,"apk najis masa tiba tiba di masukin server bokep, cuih yatim yatim"
S SENPAI,1,2024-07-13 07:16:20,Apk gaje dah bener malah gk bisa login minimal perbaikin lah tolol
Fajar Aprido Yowan Altiansyah,1,2024-07-13 06:05:17,Banyak bug apk sampah mau main malah gak ad suara kocak
zharnnl',1,2024-07-13 05:48:30,Aku tidak bisa masuk ke akun ku
AFIQ 01,5,2024-07-13 05:39:37,Aku Tidak hanya
Si Aldi,5,2024-07-13 05:35:52,🤔🤔😍
Faridz Liu,1,2024-07-13 04:36:48,Kenapa gagal sms verifikasi
KINGly 28,5,2024-07-13 01:40:18,Sangat puas
Nazwa Holilah,1,2024-07-13 01:39:55,GABISA DI INSTALL MALESSSS
Ariwidiastuti Ariwidiastuti,5,2024-07-13 00:30:09,bagus Dan praktis
Miyasih Quu,5,2024-07-12 23:33:36,fun playing
DevKurniawanAji,5,2024-07-12 23:21:14,love it.
FADLAN NAJLIL ANWAR,1,2024-07-12 21:39:10,"malah makin parah, saya menambahkan nomor phone saya, tidak bisa menjengkelkan code verif udh benar masih sama aja, di web nya juga sama, hp udh di restart berapa kali masih sama, tolong lah perbaiki saya udh cape ini mau gmna"
Thoriq Habibi,3,2024-07-12 21:20:29,gak tau gw ngisi aj
Ali Nurdin,1,2024-07-12 18:45:41,Lelet apa aja di klik lelet
Angga Kakap,1,2024-07-12 17:44:23,Bug nya banyak banget
Azki El_drago,3,2024-07-12 17:22:59,Terakhir saya make discord 2023 sih entah sekarang aplikasi ini masih enak kek dulu ga ya...
AA Gus,1,2024-07-12 17:03:41,Kena tipu akun palsu di sini! Peretas menggunakan nama akun orang lain sama persis untuk menipu.
Sasana Radiman,5,2024-07-12 16:41:48,"mungkin dulu bisa di rating 10/10 cuman sekarang kayaknya cuma stuck di 7/10 karena yang saya tau menambah fitur sama dengan menambah cache dan makin berat. saya cukup iri dengan fitur yang ada di PC/Computer yang mana disana itu bisa mengganti akun dengan cepat, mohon untuk dev adakan juga seperti itu di aplikasi ini terimakasih"
SINCUN,3,2024-07-12 15:07:38,banyak bug
Fatih Al kautsar,1,2024-07-12 14:25:59,Tidak bisa login sudah benar semua email no telpon muka saya discord tolol
Arizki Yusuf,1,2024-07-12 14:23:13,"discord kocak joij pois bisa,liat chat pois kaga bisa"
Mega Aulia,4,2024-07-12 13:58:41,kadang kadang suka nge-lag
Samud Gaming,2,2024-07-12 13:46:31,Bug parah
Epann Epan,1,2024-07-12 13:40:11,Permasalahan gk bisa verifikasi nomor telepon udh dapet code nya tapi invalid Mohon di perbaiki aku kasih bintang 1 dulu maaf sebelumnya discord anjg 😡🙏
Fino Wardana,1,2024-07-12 13:03:55,Aplikasi buruk gak bisa login gasi soal pas di jawab bener malah di anggap salah
gabriel david,1,2024-07-12 11:46:31,Ga bisa masuk no saya sudah bener dan di beri code dan code nya itu ga masuk
Dicko Chaniago,1,2024-07-12 11:05:20,Dasar bodoh masalah login saja susah banget karena aku baru saja mengirimkan verifikasi karena saya login akun saya lagi dan saat pertama notifikasi tidak muncul sehingga saya mencoba mengirimkan lagi hingga ke 3 kali pesan itu tidak ada dan hanya mengirimkan notifikasi discord lalu saat saya masuk link verifikasi lama di halaman itu disuruh mengirimkan verifikasi baru tetapi saat saya melakukan itu pesan itu tidak ada isinya hingga akun saya di nonaktifkan karena terlalu banyak permintaan...
Khoirul Fikri,1,2024-07-12 09:49:37,"Sudah saya verify malah di suruh verify lagi, aplikasi ngak jelas"
Fahrizal Basri,5,2024-07-12 09:43:03,game nya mantep banget 😁😄😃😀🙂😐😶
Rach Man,1,2024-07-12 09:37:07,tolong di perbaiki discord kan aku mau main lewat link game di discord tapi malah gakbisa terus malah ke playstore tolong yah diperbaiki 🙏
Bim Bim,1,2024-07-12 08:54:17,"Ga bener ini, gw udah donlot pas login suruh pake nomor hp kok malah nomornya invalid terus woi.Benerin lah tolong"
SQUAD PIMRU,1,2024-07-12 08:47:34,"sampah aplikasi nggak bisa login, selalu invalid number tolol"
aeng cihuyyy,1,2024-07-12 08:40:01,disuruh verif pake nomor telpon pas udah diisi malah invalid phone number dasar gaje
Varel Varel,2,2024-07-12 08:21:48,bug nya perbaikin napa udh 3 nomor ku regist tetep gabisa
Ibnu Ziad,5,2024-07-12 08:20:05,good app for chatting
Benny Tan,1,2024-07-12 07:26:48,"Bug gak kedengeran suaranya, sampah"
Fataa,1,2024-07-12 07:23:58,astaghfirullah
mamun maruf,3,2024-07-12 07:17:28,please add Indonesian language
febrian dana,1,2024-07-12 06:51:36,Gabakal bisa buat log-in ini aplikasi
Fabry Priatama,1,2024-07-12 06:47:43,Banyak bugg login verivikasi nomor telepon aja invalid terus !!!
Wahyu Saputra,5,2024-07-12 06:12:29,"Gak bisa login pakai akun saya sendiri, selalu ada tulisan connection"
agil Juliansyah,1,2024-07-12 05:17:06,"Masalah login aja dipersulit, harus verifikasi lah Uda di masukin nomer telp malah invalid, aneh bed."
bagus T.W,5,2024-07-12 05:16:24,nice
Dairil Dairil,5,2024-07-12 04:40:38,Seru
IQBAL MAULANA,1,2024-07-12 04:26:22,"Saya login dengan akun dan password sama, tetap aja gak bisa masuk ini gimana ya yang salah siapa"
Nicholas AI Ginting,5,2024-07-12 03:43:55,bagus
Lady Callysta,5,2024-07-12 02:41:37,very good for talking
ini feb,1,2024-07-12 02:41:12,"Please fix bug VOICE CALL in discord very small , thanks"
Muhammad Kholil (Ulalulil),4,2024-07-12 01:49:23,"Bintang 4 dulu. Soalnya setiap saya ganti pw dan saya mencoba login dengan pw yg baru, tetapi tidak bisa. Solusi nya abangkuh"
Watora watora Watora watora,1,2024-07-11 23:43:59,Bag msen haikop
Cihuy,5,2024-07-11 19:49:03,👍
Raisha Nayla,1,2024-07-11 19:18:35,"Jelek, isinya pedo"
Faris Daffa Dakhilullah,1,2024-07-11 14:49:54,BUGGGGGGGG
Yusup Salman,2,2024-07-11 14:33:30,Susah buat login
Krida Triaji Baihaqi,1,2024-07-11 14:22:16,Tolong perbaikin verify No HP +62 ... Kebanyakan invalid
Winda Sari,5,2024-07-11 14:01:02,Ok
Rizqi Alakbar,3,2024-07-11 13:22:34,Kadang pas lagi di voice gaming bareng temen tiba² kluar dari discord sendiri😅
Bagus Lanang,2,2024-07-11 11:44:55,SMSnya kagak di kirim woi
FAERUZ YUSUF GUNTUR,2,2024-07-11 11:39:49,Kode nya gk dikirim
Arya Danniswara,5,2024-07-11 11:21:18,www game
Rizki Randa,1,2024-07-11 10:45:33,"""You are changing your email too fast"" how? Thats literally the first time i attach my email to my account. Still the same, but Now i need to verify by email. The same email that not even verify yet. Can i just verify with my phone number ?"
Ihsan .A,1,2024-07-11 10:18:05,Tolol susah masuk
Dani Widya,1,2024-07-11 09:03:10,Discord ajg gabisa masuk padahal udah pake no telpon / email tetep ga bisa terus pas udah mau masuk ke lobby obrolan ada tulisan unable to regist
aak aak,5,2024-07-11 08:12:05,bagus
Muttaqin Gg,1,2024-07-11 07:27:45,Loginya susah amat banyak aturan nya anj padahal emali sama pasword nya benar kok masih salah tolol
Hikmah Aulia,1,2024-07-11 07:05:45,Loginnya susah
Muhammad Sabaruddin,1,2024-07-11 04:22:07,"Apa apaan ini,mau login aja susah,padahal udah masukin kode SMS tapi katanya gak bisa karena sudah invalid,lah padahal baru aja dapet SMS-nya"
U Wasting my time,1,2024-07-11 04:13:18,Susah bet pngn login anjjjhhhh
Azka 8898,4,2024-07-11 03:32:31,Aku belum main 🤫😑
Bagus Surya,4,2024-07-11 03:03:07,Bug tidak bisa verifikasi nomer
Torkno Rokno,5,2024-07-10 22:05:31,Saya bukan robot adooo aku udah bust itu ulang² sampe jam 7 dari tadi nggak bisa masuk ke akun ku cikk
Muhamad Aldiansyah,3,2024-07-10 21:31:53,Sediakan bahasa Indonesia dong
Muhammad Dinta,3,2024-07-10 16:58:03,mo login aja susah bat ppq
Danan Kuswarian,1,2024-07-10 16:48:37,App ruwet
IAM JUNA,5,2024-07-10 16:37:37,Sangat Membantu
Fitriadi Ditra,5,2024-07-10 14:46:57,P balap
Shidqi naufal Hilmi,1,2024-07-10 14:06:25,Tolong perbaiki lagi di saat login
Jubaedah Bedah,1,2024-07-10 13:19:09,Tidak ngerti bahasa inggris
Amelia Shandra,1,2024-07-10 12:21:33,Sampah jelek gak bisa di apa apain pokoknya sampah baik dari semua sampah ini paling sampah
Abedd,5,2024-07-10 10:15:36,Pokoknya perfect
Prays Annona Sirandan,1,2024-07-10 10:08:16,Aplikasi gak beres
Achmad Thoyyib,1,2024-07-10 09:34:20,no notifications on my application
RIG EON,5,2024-07-10 09:07:14,"This application is very good. I have been using this application for about 6 years and because of this application I have made many friends. If it's okay for the developer, I ask if the developer can add Indonesian."
Ary supryady,5,2024-07-10 08:37:48,gg kata mamaku
Hansel Karuna,2,2024-07-10 08:02:37,Sial verify mulu jmbt
Ricky jhns,1,2024-07-10 07:34:40,"violation, gbsa bedain org atw bot😑 main asal ban akun 🗿"
ZENTA GaminG,3,2024-07-10 05:15:02,Kok ada tulisan unable to registrasi?
Muhammad arif Agustian,1,2024-07-10 00:21:12,"Nge bug gimana sih?!,di bagian register, pas masuk dan verifikasi code sms, tololnya itu gak bisa di masuk masukin,saya sudah coba beberapa kali dan masih saja. Coba lah perbaiki!"
Wilfridus Balu,3,2024-07-09 22:26:31,3 dulu baru pemula soalnya
Raja Hiro xD,4,2024-07-09 18:45:47,nice lah walaupun suka ilang sendiri 😁😆
Maulana Ridho,5,2024-07-09 16:59:19,"good,"
Satria Pratama,1,2024-07-09 15:39:52,"Udh berulang x login gak bisa2, buat baru LG jga ttp gak bisa aplikasi apaan ini. Sampaah"
