score,at,content_stemmed
5,2024-11-27 15:50:16,developer nya tolong kasih bahasa indonesia biar bahasa inggris susah
1,2024-11-27 14:58:26,bagus
4,2024-11-27 14:19:51,masuk bahasa indonesia apk guna akses nya
5,2024-11-27 14:08:24,bagus udh oke
1,2024-11-27 14:05:05,bug suara dengar telfon
5,2024-11-27 13:23:12,bagus nyaman
2,2024-11-27 12:40:35,tolong baik pesan kode smsnya delay
5,2024-11-27 11:43:06,apk bagus
1,2024-11-27 10:21:58,nomer hp notifikasi nya woyyy ko ngirim masuk sms gimana si bantu udah tetep code masuk nyangkut tiang listrik
5,2024-11-27 08:15:50,tolong tambah bahasa indonesia dev
1,2024-11-27 07:53:21,tolong fix bugnya woi dah spam email support dah ikut pandu sakit bug login bug restart bug half screen broo update woi pc bug sound hp pc cok udh support nganjurin reinstal ama restart modem indihome kali tolong lahh spam email kali kali hah
1,2024-11-27 06:33:53,sia nubener apk teh gblg teguna
1,2024-11-27 06:07:01,verifikasi nomor kode muncul
1,2024-11-27 06:05:17,update baru jd jelek banget anjg
1,2024-11-27 04:55:01,emang kode sertifikasi kirim
1,2024-11-27 03:15:18,login anj
5,2024-11-27 03:07:37,bagus enteng pakai serbaguna
5,2024-11-27 00:13:21,assalamualaikum warahmatullahi wabarokatuh
2,2024-11-26 22:13:36,bagus baik windows os android sayang android bengong stuck loading sosmed kuota me restart normal postingan
1,2024-11-26 14:21:34,jelek lahh gw pasang email gabisa password doesn t match udah persis bikin emosi
1,2024-11-26 12:31:35,rusakk bug verivikasi pake no gabisa ketat minimal aman sistem ketat operasi sistem lancar ken sistem ketat bug kecewa ama dc wkwkw
1,2024-11-26 10:17:08,ngk register pake gmail coba nya kali kali mas
4,2024-11-26 05:08:21,bagus erti guna
5,2024-11-26 02:40:52,bagus cari teman online komunitas aktif
1,2024-11-26 02:27:40,update bug dibiarin bug buka thread tampil blank kosong doang
1,2024-11-25 19:17:59,apk verifikasi susah
1,2024-11-25 15:16:22,voice call pas on mic suka suara
1,2024-11-25 14:53:24,bug muncul gambar video call orang handphone muncul handphone mati suara baik
1,2024-11-25 14:01:50,eror login akun
1,2024-11-25 13:23:57,rusak
1,2024-11-25 12:36:12,update rusak
1,2024-11-25 10:43:56,login diribetin autotentikator nya lupa disimpen mana wkwkwkk
1,2024-11-25 07:43:22,donlowd
1,2024-11-24 21:18:06,knp loginnya susah banget sih pdhl dlu tuh
5,2024-11-24 16:45:31,senang banget teman situ seru seru banget temennya anak anak situ heboh banget suka banget loh teman teman
1,2024-11-24 16:02:05,bugnya screen buka aktifitas belah trus ska gabisa pencet jelek uninstall kali kali smpe paksa henti apknya trus mati nyalain handphone nya samaaja gabisa
1,2024-11-24 13:40:35,cah ribet bgtt suruh verifikasi no telepon seta gw masukin pesan muncul login aman verifikasi nya ky asi
1,2024-11-24 12:25:23,ribet banget login doang susah
1,2024-11-24 11:50:01,bintang gw kasih bintang gblk email password log in gabisa login
5,2024-11-24 10:52:22,mohon bantu kena glitch login kasih email password masuk lihat interaksi grup dc nya tahan ikon appnya muncul servernya pas pencet muncul login mohon bantu admin edit makasih dc bantu
1,2024-11-24 10:44:43,nomor verify nya masuk nomor telephone tpi muncul sms tolong baik nomor aktif
1,2024-11-24 10:02:24,gw forgot password gabisa suruh lokasi dikirimjn lokasi
1,2024-11-24 06:45:40,rusak install baru nonton share screen full screen klik nonton susah mati mesti double klik terus orang join gaada suara kirim gambar uda kirim bilang failed main game klik join again susah rasany gaada ubah rusak mulu android hp nambah mending bener baik bug nya deh
1,2024-11-24 04:59:01,masuk login dasar sampah
2,2024-11-24 03:46:10,bug kayak loading loading internet udh mbps mohon baik
1,2024-11-24 03:43:12,sirkel
1,2024-11-23 18:56:13,bahasa indonesesia mudah mamasukan nomor telepon verifikasi
1,2024-11-23 17:47:48,jelek gua udh nitro pake
3,2024-11-23 15:46:51,tolong tambah bahasa indonesia
1,2024-11-23 14:13:43,apk sampah masuk delay ngelag mulu pdhl sinyal lancar
1,2024-11-23 13:19:07,apa loging ribet bet
5,2024-11-23 11:26:37,hebat
1,2024-11-23 09:47:04,registrasi akun banyak tele tele
2,2024-11-23 08:47:48,versi bug
1,2024-11-23 08:09:16,sekarng suruh ganti email sandi kirim pesan ganti sandi tulis password sesuai emang sesuai usernamenya
1,2024-11-23 06:15:50,developer bahasa indonesia doang
5,2024-11-23 05:15:49,moga dermawan developer nya
3,2024-11-23 02:22:17,buka dc bntr hp panas ntah device nya support dc nya berat pdhal maen game berat lancar jaya nggk sampe panas buka dc
1,2024-11-23 02:07:59,akun login
3,2024-11-23 01:34:09,tolong bahasa indonesia biar ngerti
5,2024-11-23 00:04:13,dpat komunikasi
5,2024-11-22 20:02:51,mudah sayang support multi bahasa server server
1,2024-11-22 19:37:55,apk burik gin play store udh register suruh verypy udh bener email password nya aj hapus apk
5,2024-11-22 16:01:59,applikasi bagus mula percrypto an ngebantu banget
4,2024-11-22 15:15:02,nya bagus saran update voice push to talk nya apus ribet pencet mic
2,2024-11-22 09:56:24,tolong login butuh verifikasi kode otp kode otpnya kirim nomer handphone tolong baik
3,2024-11-22 09:03:21,tolong verify nomor susah banget nomor nya udah bener
4,2024-11-22 07:48:41,tolong dev bug jaring fix jaring bagus main langsung down
5,2024-11-22 01:10:10,muas
5,2024-11-21 14:49:16,nampilin game main cuman genshin cuman mobile pc gimana nya search chrome google hubung genshin impact muncul hasil nya good job
5,2024-11-21 11:33:22,kreator indonesia malaysia
5,2024-11-21 10:16:16,suru pet reting dc muas
1,2024-11-21 09:05:15,sulit verifikasi kode captcha tolong baik
5,2024-11-21 00:40:25,bagus bagus suara mabar sisa nya bug
5,2024-11-21 00:06:36,senang komunitas
5,2024-11-20 23:07:34,bantu tingkat tahu wawas
5,2024-11-20 19:03:09,terimakasih tangan kendala sulit
1,2024-11-20 16:54:35,banyak bug versi android better versi
1,2024-11-20 15:09:09,susah verifikasi code otp
1,2024-11-20 11:57:13,masuk pake nomor tulis nya eror pakai email eror rusak
1,2024-11-20 10:52:23,update kini terimakasih
1,2024-11-20 10:12:51,verivication required nya buka capek capek download melon sandbox mod gua pas pakai nomor telepon hasil gilir sms code salah code nya dah salah
4,2024-11-20 05:40:03,mohon baik kadang suka nge bug suara nya robot
5,2024-11-20 03:50:42,blum pakai nya
1,2024-11-20 02:46:15,tetap tanggal lahir kali step daftar akun tetap tanggal lahir tetap tombol akun nyala
2,2024-11-20 00:49:26,gada pilih bahasa indonesia sii ganti bahasa gada indonesia
1,2024-11-19 19:22:46,diupdate versi baru bug lelet minim fitur versi
4,2024-11-19 17:42:05,please add indonesia language
1,2024-11-19 17:04:23,nonton live stream mode landscape hp full screen samping kiri gambar belah kanan hitam
1,2024-11-19 17:03:30,gjls download suara gaada gabisa login akun udh bikin sblmnya kesini buruk
1,2024-11-19 16:29:44,aneh login susah banget udh bener verifikasi robot nya gila banget ulang ulang ngotak anjir udh lelet aneh
5,2024-11-19 15:24:14,terimakasih developer baik bug login
1,2024-11-19 12:03:49,code verifikasi telp masuk code kirim
1,2024-11-19 04:52:15,email password valid salah hasil longin device laptop pusing tau email password orang sih
5,2024-11-19 03:26:14,kalaw pakai ngobrol bareng orang orang kenal kenal main game
5,2024-11-19 01:33:42,guna jem lucky
1,2024-11-18 22:54:35,daftar daftar nya susah
5,2024-11-18 17:17:19,makas km ak denger sho
1,2024-11-18 14:21:00,apa ngerti samsek ni apk tuh bener bener gabisa log in apk verifikasi gimana gabisa bilang nya suruh update gilir update gabisa pasang hp udah gitu verifikasi captcha gabisa loh udah muak gw masuk gc kek nyimak gabisa nimbrung karna alas nya bom verif emang apk nya susah verif
1,2024-11-18 13:52:02,putar video muncul black screen hadeh jelek update jelek
5,2024-11-18 13:46:57,chatting gamers anime komunitas
1,2024-11-18 12:27:51,plis masuk nomor email verify nomor kode kode kirim kirim cek sms chat
5,2024-11-18 08:42:05,udah bagus banget nya cuman tolong baik bug suara terimakasih
1,2024-11-18 04:52:49,woy gimana pasword email bener cok gara gara disgoblok
4,2024-11-18 02:41:07,tolong tambah bahasa indonesia
5,2024-11-18 01:38:37,tolong tambah bahasa indonesia ngerti fitur fitur nya
1,2024-11-17 21:47:58,sumpah dah ni apk ngeselin banget login gabisa ulang nya apk join aneh banget dah mending hapus apk
1,2024-11-17 17:30:57,update buruk sumpah pas sherescreen suara tllong baik
1,2024-11-17 17:00:42,chat nelfon bayar dlu
5,2024-11-17 13:27:32,gin enak makasih
1,2024-11-17 11:30:37,kode otp kode masuk masuk anying cape kali nih dc babi
1,2024-11-17 09:49:48,ribet verifikasi server gabung server
1,2024-11-17 06:33:40,tolong log in sulit nama verify verify nya nomber telepon ya gpp kode backup autentikasi prnah
1,2024-11-17 06:28:42,payah lo gin ny
1,2024-11-17 06:27:07,akun banned alas dikatakain gmail postingan bau child abuse
5,2024-11-17 06:05:26,g tau
5,2024-11-17 06:04:34,best chat teman
2,2024-11-17 06:02:09,gabisa kirim pesan ya gagal trs pdhl jaring aman
2,2024-11-17 05:58:01,update berat buka ngetik versi ringan dah mending dr make update
2,2024-11-17 05:49:53,benerin bug chat nya chat orang kirim load messege internet
1,2024-11-17 05:45:24,gembel banget anjir sinyal gw udh bagus buka lancar buka ngebug error gajelas tolong baik bintang minus udh gw kasih minus ni bintang
1,2024-11-17 05:44:26,bug hapus chat balas chat
1,2024-11-17 05:41:47,suka ngeleg lawak
1,2024-11-17 05:35:58,dev error kirim pesan failed message tolong baik
1,2024-11-17 05:32:15,bug nya
2,2024-11-17 05:31:47,kendala repot kondisi hubung muncul suara kadang kadang hilang
2,2024-11-17 05:01:18,lupa sandi udah susah masuk akun
3,2024-11-17 00:27:26,login nya susah pasword gmail nya pas tulis nya gmail pasword invalid masuk
3,2024-11-16 15:42:27,mic nya ngebug download ulang biar males kak instal ulang mic bug dapet code confirmation nomor
2,2024-11-16 13:40:26,main eh errornya pikir bagus kayak org eh errornya tolong fix bug nya yaaa
1,2024-11-16 09:39:32,send pic pending nya banget parah
3,2024-11-16 07:37:09,sulit pilih bahasa indonesia list bahasa nya
1,2024-11-16 07:29:30,login fa repot mengaktiflannya says akun buat sulit login
1,2024-11-16 06:51:33,susah login
4,2024-11-16 05:27:28,bagus main roblox dkid
1,2024-11-16 05:26:13,pasu tanggal lahir confirm
1,2024-11-16 02:45:22,eror masuk uda eror
1,2024-11-16 02:40:36,nya rusak dak login register
1,2024-11-16 01:59:45,leg
5,2024-11-16 00:40:43,keren apknya
2,2024-11-15 22:15:05,coba udah daftar ajah
1,2024-11-15 18:36:56,ganti nama g ganti pp g chatt blok admin iya apa nitro premium lol bintang bagus
3,2024-11-15 15:39:27,bahasa indo nya
2,2024-11-15 13:39:02,layar banget susah liat hp hp hp muat hapus sebernya bagus hp susah pencet
2,2024-11-15 12:32:06,tolong ya email sma password knp salah trus aneh
1,2024-11-15 12:31:35,gw login gabisa pasword ama email dah bener tetep salah gw dah cek google email ama paswordnya salah rekomendasi apk
4,2024-11-15 12:15:10,lupa paswoord
5,2024-11-15 11:02:52,gua temen youtuber bjirrr
5,2024-11-15 10:51:23,yeah ulang handphonenya ilang bug nya
5,2024-11-15 10:25:55,suka seru ketemu teman asik crush gw wheheh download dc ges
5,2024-11-15 09:45:05,manfaat gamers
1,2024-11-15 09:34:42,akun dikatain not human akun habis masuk
2,2024-11-15 08:36:59,eeh tolong daftar pasword udah bener salahin bingung tolong pesan nya kirimin kirim
5,2024-11-15 05:45:23,buka pm nya ngefreeze mulu device gw kentang
1,2024-11-15 01:07:13,suaramya hilang hapus dowload suara makasih tani
5,2024-11-14 20:34:13,mantap translate nya
5,2024-11-14 20:13:29,bagus banget komunikasi temen temen virtual
1,2024-11-14 19:49:25,gabung game royal amplikasi ilegala royal maenkan game koin bas judi system pelit miskin playernya parah game koin
2,2024-11-14 12:36:01,tolong keluh baik tolong cepat baik sosial orang
1,2024-11-14 12:34:39,update bug nya bug input sensitivitas nyala suara masuk mati atur manual input sensitivitas nya suara masuk mohon baik cepat coba reboot ponsel terimaksih
1,2024-11-14 11:56:10,gua tau gimana pake nya
1,2024-11-14 10:42:02,buruk error kali suara dengar hapus instal ulang normal kali kali perangkat update perangkat baru turun andai pakai paksa maka
1,2024-11-14 10:03:03,t daftar susah masukin tanggal lahir
3,2024-11-14 09:11:43,bagus cuman bug microphone alami user android please fix this bug
3,2024-11-14 02:01:09,ken login pas umur birthday udah isi gabisa
1,2024-11-13 23:01:19,ribet banget login bikin susah
5,2024-11-13 18:19:18,bahasa indonesia tolong uodate
4,2024-11-13 17:01:56,mohon fitur pesan baca dm private chat guna bahwasannya pesan baca orang dichat tuju terimakasih
1,2024-11-13 16:22:29,oi balikin apk lu kayak pas sharescreen suara apk discordnya seru anjay
1,2024-11-13 14:30:02,ganti password woi
5,2024-11-13 13:33:13,jasa rubah hidup sintas dunia maya
4,2024-11-13 12:03:15,udah masukin gmail bilang salah
1,2024-11-13 09:37:22,pas ngisi umur umur
2,2024-11-13 09:06:20,woy masuk akun lupa pasword kode verifikasi nya kasih siiih
1,2024-11-13 08:50:52,plis kode verifikasi pakai nomor telpon banget udah pakai kode verifikasi kasi nya masuk tolong benerin
5,2024-11-13 08:08:46,bantu
1,2024-11-13 05:27:19,benci banget verifikasi nya gw jengkel mati verifikasi tolong baik sistem verifikasi nya bikin gw maki sih
4,2024-11-13 00:40:06,suara hilang susah komunikasi
5,2024-11-12 23:36:05,terimakasih segenap tim developer selenggara thanks for google nice
1,2024-11-12 18:39:08,pas pasuk umur klik
1,2024-11-12 15:56:06,login sulit pake nomor pake nomor verify sms kirim kirim login pake email deteksi orang login akun verify gitu gitu jelas apk sampah
2,2024-11-12 15:27:43,suara
2,2024-11-12 12:25:46,bug muluu dah suara
5,2024-11-12 11:45:01,nya bagus banget
3,2024-11-12 11:42:55,bagus pas masuk server kasih youtubers deskripsi link kasi masuk
3,2024-11-12 10:06:10,coba admin stuck logo
1,2024-11-12 05:35:14,kirim kode anj
4,2024-11-12 03:17:27,ngirim kode otp verifikasi no hp tahun ya kasih bintang kasih otpnya gimana nih ku up star baik verifikasi tolong kembang ya biar nyaman pakenya
1,2024-11-11 13:51:17,error chat ku nggak kir m
4,2024-11-11 13:22:45,tolong admin kasih bahasa indonesia yaa biar mudah paham
1,2024-11-11 10:54:17,verifikasi susah ampun login
1,2024-11-11 09:50:00,login pakai akun
1,2024-11-11 09:38:29,lanjut date of birth
2,2024-11-11 08:07:02,ntah pas share screen mic nya off
1,2024-11-11 07:12:31,masuk emali nama sandi bener masuk
1,2024-11-11 07:01:21,udah email bener login
1,2024-11-11 02:48:00,marah banget daftar kali kali loh
5,2024-11-10 16:05:52,min terima kode verifikasi
3,2024-11-10 15:07:01,reorder roles ngebug mulu bug rotasi hp
1,2024-11-10 13:42:08,pas catut tanggal error tekan tolong baik
5,2024-11-10 13:08:53,susah bhs indo plus cari teman grup
1,2024-11-10 12:11:39,muncul notifikasi crash suruh restart udah mencet restart gabisa nutup buka gabisa cache apus buka file tiba ngecrash
5,2024-11-10 11:28:19,guna bicara tampa rumah nya
1,2024-11-10 11:08:30,keren banget suka obrol main kontolatos
1,2024-11-10 10:17:35,nomor telepon kunjung muncul kode bintang
2,2024-11-10 08:31:20,gagal kode verifikasi nomor
1,2024-11-10 07:54:16,pliss canda
1,2024-11-10 07:32:49,sms masuk
5,2024-11-10 05:55:24,seru
1,2024-11-10 05:29:25,ngebug mulu gw join server tbtb hilang servernya gw coba pc ama browser
5,2024-11-10 04:18:46,aktif game main
1,2024-11-10 02:54:04,susah banget verify sistem nya busuk developer dengerin ulas hadeeh
1,2024-11-10 02:30:56,benerin bug nya anj register
5,2024-11-10 02:00:21,mudah komunikasi orang whatsapp
1,2024-11-10 01:41:53,kont ol males log in register ujung ujung dah bab i
1,2024-11-09 22:33:25,ok atur tanggal lahir gmn daftar
5,2024-11-09 21:20:57,sorry min gua kasih rating ber btw nih bagus
1,2024-11-09 16:08:44,hei ayo verifikasi nomor telpon ayo kau benar mu harap ikut salur mu
4,2024-11-09 15:40:41,tolong tambahin bahasa indonesia
1,2024-11-09 13:25:58,knp sya register ngisi tanggal lahir pencet create an account kah sya mnta bantu
5,2024-11-09 12:57:40,bagus cari teman mabar teman voicechat
1,2024-11-09 12:46:37,gua isi tanggal lahir cok masuk
1,2024-11-09 12:27:21,register akun pilih email dll isi tanggal lahir masuk tanggal lahir tanggal lahir
1,2024-11-09 11:25:54,update buggg gimana streaming open mic pas streaming mic ku fungsi
1,2024-11-09 10:57:24,kocak gw bikin akun pas nyampe tanggal lahir tanggal lahir nya ngebug kaga ganti hadeh
1,2024-11-09 10:38:04,talong baik tanggal nya kaga verifikasi tanggal
2,2024-11-09 04:54:00,ni apk nape sih gw make suruh verivied gmail udah gw kasik bilang you gmail have been registered dhala
2,2024-11-09 01:50:19,saldo dana kurang verifikasi bayar liat kemarin saldo kurang terima kode verifikasi akses verif bayar aneh uang kembali
1,2024-11-08 18:11:23,log in pake nomer suruh verif pake email ya susah jing auth msg masuk via nomer la
1,2024-11-08 16:18:50,ngebug kadang suara ngomong ilang suara denger dah bantu alat hp bagus sinyal bagus
1,2024-11-08 15:39:48,gambar uploud compress susah org kerja
1,2024-11-08 13:52:06,banget proses akun baru nomor uda bener email udah bener
5,2024-11-08 07:41:57,diacord keren
1,2024-11-08 07:31:25,apk guna fun fun eh kesini verif email kode verif muncul lama aman verif no hp kode verif muncul akun new dikit verif kode verif muncul auto hapus apk
4,2024-11-08 00:39:13,tolong sedia bahasa indonesia kewalahan baca cape baca tulis inggris kadang ngerti kadang ngerti dah
5,2024-11-07 19:49:10,moga manfaat nambah ink
4,2024-11-07 18:20:47,coba biar tshu manfaat
1,2024-11-07 17:54:41,dah setaip gif lag nya
1,2024-11-07 16:40:02,apk login kode kirim
5,2024-11-07 12:47:58,mantabbb
1,2024-11-07 11:20:46,masalah udh verifikasi nomor nggak invalid udah cek kali nggak proses salah kecewa
3,2024-11-07 10:50:29,kadang ngebug tolong baik
1,2024-11-07 05:02:37,sih pas cari orang salah bilang bot susah anj login nya
5,2024-11-06 18:13:18,wis tau
5,2024-11-06 15:46:52,moga tuhan berkat
1,2024-11-06 14:19:49,difix screenshare ngobrol ngomong discordnya dlu full main ngobrol
